KEY, volume, high, at, last, quote_unit, low, sell, buy, name, type, base_unit, open, 
steemusdt, 1683.24, 0.6367, 1635955792, 0.6035, usdt, 0.6035, 0.6098, 0.6008, STEEM/USDT, SPOT, steem, 0.6242, 
xlmbtc, 0.0, 0.0, 1635955792, 0.0, btc, 0.0, 0.0, 0.0, XLM/BTC, SPOT, xlm, 0.0, 
qkcusdt, 363537.0, 0.02949, 1635955792, 0.02878, usdt, 0.02741, 0.02878, 0.02792, QKC/USDT, SPOT, qkc, 0.02824, 
ethinr, 708.7872, 362726.9, 1635955791, 360500.0, inr, 350010.1, 360500.0, 360499.9, ETH/INR, SPOT, eth, 351476.8, 
bchsvusdt, 8.314, 170.12, 1635955792, 168.4, usdt, 162.24, 168.4, 163.57, BCHSV/USDT, SPOT, bchsv, 170.12, 
xtzusdt, 5137.81, 6.461, 1635955792, 6.2136, usdt, 6.0406, 6.233, 6.2136, XTZ/USDT, SPOT, xtz, 6.351, 
roseusdt, 26467.3, 0.195, 1635955793, 0.18743, usdt, 0.18597, 0.18743, 0.18597, ROSE/USDT, SPOT, rose, 0.1914, 
stptusdt, 49933.5, 0.13656, 1635955793, 0.13101, usdt, 0.12976, 0.13179, 0.12974, STPT/USDT, SPOT, stpt, 0.13291, 
cotiinr, 2064643.9, 48.991, 1635955792, 45.852, inr, 44.8, 46.2, 45.852, COTI/INR, SPOT, coti, 48.749, 
usdcusdt, 40440.74, 0.998, 1635955792, 0.996, usdt, 0.995, 0.997, 0.995, USDC/USDT, SPOT, usdc, 0.997, 
keyinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, KEY/INR, SPOT, key, 0.0, 
ltousdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.001, LTO/USDT, SPOT, lto, 0.0, 
trxwrx, 7907675.0, 0.07, 1635955793, 0.0619, wrx, 0.0512, 0.0619, 0.0612, TRX/WRX, SPOT, trx, 0.0699, 
icxusdt, 10262.36, 2.49, 1635955792, 2.25, usdt, 2.15, 2.252, 2.251, ICX/USDT, SPOT, icx, 2.488, 
atausdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, ATA/USDT, SPOT, ata, 0.0, 
ontusdt, 12585.43, 1.0861, 1635955793, 1.0402, usdt, 1.0, 1.035, 1.025, ONT/USDT, SPOT, ont, 1.0324, 
lunawrx, 173.05, 28.7, 1635955793, 28.695, wrx, 22.5, 28.695, 24.502, LUNA/WRX, SPOT, luna, 28.3, 
dotusdt, 5136.04, 53.5, 1635955793, 52.9899, usdt, 49.32, 53.3022, 52.7001, DOT/USDT, SPOT, dot, 51.8, 
ctsiinr, 590293.4, 63.8, 1635955792, 61.25, inr, 60.3, 61.395, 61.201, CTSI/INR, SPOT, ctsi, 62.31, 
bnbbtc, 14.881, 0.008902, 1635955792, 0.008849, btc, 0.0087, 0.0088549, 0.008812, BNB/BTC, SPOT, bnb, 0.008805, 
manainr, 1735877.5, 252.0, 1635955791, 226.0, inr, 215.0, 226.4985, 225.68, MANA/INR, SPOT, mana, 238.7438, 
pundixusdt, 3910.12, 1.67, 1635955793, 1.54, usdt, 1.52, 1.54, 1.52, PUNDIX/USDT, SPOT, pundix, 1.6, 
dogeinr, 24882715.0, 22.0, 1635955791, 21.2941, inr, 20.9005, 21.2941, 21.2919, DOGE/INR, SPOT, doge, 21.5401, 
linkusdt, 1427.11, 32.6898, 1635955792, 31.23, usdt, 30.5501, 31.4998, 31.2302, LINK/USDT, SPOT, link, 32.27, 
lrcusdt, 893200.0, 1.55, 1635955793, 1.3022, usdt, 1.23, 1.3146, 1.3043, LRC/USDT, SPOT, lrc, 1.44985, 
zilinr, 2924722.0, 9.07, 1635955791, 8.59, inr, 8.4, 8.61, 8.58, ZIL/INR, SPOT, zil, 9.0, 
cfxinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.001, CFX/INR, SPOT, cfx, 0.0, 
ltcwrx, 203.57, 130.1, 1635955793, 118.8, wrx, 98.0, 120.9, 118.5, LTC/WRX, SPOT, ltc, 129.5, 
kmdinr, 92928.73, 86.239, 1635955792, 84.101, inr, 82.0, 84.945, 84.118, KMD/INR, SPOT, kmd, 85.509, 
mdtusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0001, MDT/USDT, SPOT, mdt, 0.0, 
xvsusdt, 156.587, 27.72, 1635955793, 25.82, usdt, 25.32, 26.4, 26.121, XVS/USDT, SPOT, xvs, 26.98, 
xrpusdt, 420591.7, 1.23422, 1635955792, 1.17492, usdt, 1.10886, 1.175, 1.17492, XRP/USDT, SPOT, xrp, 1.114, 
tkousdt, 40618.01, 2.348, 1635955793, 2.09, usdt, 2.008, 2.088, 2.06, TKO/USDT, SPOT, tko, 2.04, 
adainr, 4483713.6, 168.5, 1635955791, 164.0489, inr, 153.06, 164.1, 164.0107, ADA/INR, SPOT, ada, 156.5, 
wrxbtc, 103937.9, 0.00003251, 1635955792, 0.00002701, btc, 0.0000245, 0.00002721, 0.00002701, WRX/BTC, SPOT, wrx, 0.0000245, 
bttusdt, 39534010.0, 0.0041739, 1635955792, 0.0039345, usdt, 0.003845, 0.0039349, 0.0039121, BTT/USDT, SPOT, btt, 0.004151, 
vetusdt, 933418.0, 0.143, 1635955793, 0.13347, usdt, 0.132625, 0.135484, 0.13347, VET/USDT, SPOT, vet, 0.14215, 
busdinr, 33623.44, 79.11, 1635955791, 79.11, inr, 77.97, 79.13, 79.11, BUSD/INR, SPOT, busd, 78.6, 
trxusdt, 10802685.0, 0.10899, 1635955792, 0.10406, usdt, 0.1019, 0.1041, 0.10372, TRX/USDT, SPOT, trx, 0.10809, 
reefinr, 17003171.0, 3.0188, 1635955792, 2.8202, inr, 2.661, 2.8423, 2.8203, REEF/INR, SPOT, reef, 2.7207, 
qntusdt, 85.08, 278.5, 1635955793, 272.3, usdt, 266.7, 272.3, 269.8, QNT/USDT, SPOT, qnt, 273.8, 
oceanusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, OCEAN/USDT, SPOT, ocean, 0.0, 
mboxusdt, 5887.8, 4.437, 1635955793, 4.185, usdt, 4.101, 4.185, 4.184, MBOX/USDT, SPOT, mbox, 4.336, 
grtusdt, 31040.8, 1.0155, 1635955793, 0.9672, usdt, 0.9401, 0.9723, 0.9672, GRT/USDT, SPOT, grt, 1.0164, 
algoinr, 188526.901, 155.51, 1635955792, 149.79, inr, 144.0, 150.0, 149.79, ALGO/INR, SPOT, algo, 148.79, 
nbsusdt, 1538443.0, 0.02, 1635955793, 0.0187, usdt, 0.018401, 0.019187, 0.018671, NBS/USDT, SPOT, nbs, 0.0195, 
ogninr, 202100.48, 93.898, 1635955792, 86.0, inr, 80.3, 86.677, 86.001, OGN/INR, SPOT, ogn, 92.7, 
klayinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, KLAY/INR, SPOT, klay, 0.0, 
xvsinr, 3453.39, 2163.79, 1635955792, 2083.87, inr, 2030.0, 2083.85, 2054.2, XVS/INR, SPOT, xvs, 2070.0, 
viteusdt, 1032442.018, 0.14258, 1635955793, 0.12646, usdt, 0.1105, 0.12794, 0.12592, VITE/USDT, SPOT, vite, 0.11351, 
pntusdt, 5410.04, 1.15, 1635955793, 1.1094, usdt, 1.0834, 1.1194, 1.0997, PNT/USDT, SPOT, pnt, 1.1356, 
lrcinr, 13371811.2, 122.0, 1635955792, 103.11569, inr, 96.0, 103.40422, 103.11571, LRC/INR, SPOT, lrc, 113.0, 
cvcusdt, 35793.8, 0.50198, 1635955793, 0.4618, usdt, 0.455, 0.4712, 0.4622, CVC/USDT, SPOT, cvc, 0.4821, 
enjinr, 433512.4, 250.0, 1635955791, 226.6961, inr, 215.0, 226.7041, 225.1957, ENJ/INR, SPOT, enj, 234.0002, 
keyusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, KEY/USDT, SPOT, key, 0.0, 
chzinr, 0.0, 2.5, 1635955791, 2.5, inr, 2.5, 0.0, 2.7, CHZ/INR, SPOT, chz, 2.5, 
zecusdt, 66.497, 173.5, 1635955792, 165.3, usdt, 161.0, 165.3, 164.1, ZEC/USDT, SPOT, zec, 172.81579, 
winusdt, 317149150.0, 0.000825, 1635955793, 0.0007629, usdt, 0.0007377, 0.0007635, 0.0007629, WIN/USDT, SPOT, win, 0.0008099, 
eoswrx, 6327.35, 3.05, 1635955793, 2.76, wrx, 2.3, 2.77, 2.72, EOS/WRX, SPOT, eos, 3.05, 
eosbtc, 16.99, 0.0000765, 1635955792, 0.0000723, btc, 0.0000734, 0.0000754, 0.0000733, EOS/BTC, SPOT, eos, 0.0000744, 
kmdusdt, 3765.87, 1.1589, 1635955793, 1.04, usdt, 1.04, 1.0596, 1.0445, KMD/USDT, SPOT, kmd, 1.0963, 
datainr, 32586899.0, 14.88, 1635955792, 12.9001, inr, 10.9402, 12.9293, 12.9001, DATA/INR, SPOT, data, 11.1, 
bzrxusdt, 31108.01, 0.464, 1635955793, 0.4298, usdt, 0.4178, 0.4328, 0.4298, BZRX/USDT, SPOT, bzrx, 0.4631, 
lskusdt, 2613.31, 3.7499, 1635955792, 3.471, usdt, 3.44, 3.5149, 3.485, LSK/USDT, SPOT, lsk, 3.565, 
nanoinr, 0.0, 380.0, 1635955791, 380.0, inr, 380.0, 200000.0, 0.0, NANO/INR, SPOT, nano, 380.0, 
celrinr, 9892603.0, 9.8796, 1635955792, 9.46, inr, 9.299, 9.4758, 9.46, CELR/INR, SPOT, celr, 9.76, 
ilvinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, ILV/INR, SPOT, ilv, 0.0, 
avaxusdt, 1003.37, 72.4501, 1635955793, 71.3, usdt, 64.6126, 71.4098, 71.1401, AVAX/USDT, SPOT, avax, 65.57, 
hiveusdt, 5886.06, 0.8235, 1635955793, 0.7886, usdt, 0.7886, 0.7994, 0.7899, HIVE/USDT, SPOT, hive, 0.8233, 
cakeinr, 11567.122, 1478.68, 1635955792, 1442.0, inr, 1420.0, 1442.5, 1442.0, CAKE/INR, SPOT, cake, 1475.0, 
stptinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, STPT/INR, SPOT, stpt, 0.0, 
runeinr, 17642.424, 1349.03, 1635955792, 1258.98, inr, 1241.15, 1258.97, 1251.11, RUNE/INR, SPOT, rune, 1330.0, 
adausdt, 436959.0, 2.14, 1635955792, 2.07001, usdt, 1.95299, 2.084, 2.07001, ADA/USDT, SPOT, ada, 1.99, 
icxbtc, 72.07, 0.0000392, 1635955792, 0.000037, btc, 0.000037, 0.0000365, 0.0000357, ICX/BTC, SPOT, icx, 0.0000392, 
filusdt, 190.865, 65.2263, 1635955793, 62.65, usdt, 61.011, 62.98, 62.5, FIL/USDT, SPOT, fil, 64.7, 
trxbtc, 123901.0, 0.00000173, 1635955792, 0.00000166, btc, 0.00000163, 0.00000167, 0.00000165, TRX/BTC, SPOT, trx, 0.00000172, 
ethwrx, 130.7127, 2939.0, 1635955793, 2710.0, wrx, 2101.0, 2709.0, 2693.0, ETH/WRX, SPOT, eth, 2930.0, 
mirinr, 281029.215, 315.0, 1635955792, 287.0, inr, 245.8, 287.0, 285.01, MIR/INR, SPOT, mir, 253.0, 
xecusdt, 1154896248.0, 0.000183, 1635955793, 0.00017802, usdt, 0.00017679, 0.000179, 0.00017841, XEC/USDT, SPOT, xec, 0.00018207, 
agldinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, AGLD/INR, SPOT, agld, 0.0, 
btcinr, 396.75233, 5009999.0, 1635955791, 4945543.0, inr, 4901000.0, 4945543.0, 4933610.0, BTC/INR, SPOT, btc, 4998991.0, 
nkninr, 6152447.4, 49.36, 1635955792, 40.5, inr, 39.3933, 40.6796, 40.5027, NKN/INR, SPOT, nkn, 43.91, 
nasusdt, 14673.04, 0.442, 1635955793, 0.442, usdt, 0.4105, 0.442, 0.4349, NAS/USDT, SPOT, nas, 0.415, 
auctioninr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, AUCTION/INR, SPOT, auction, 0.0, 
egldusdt, 120.554, 287.0, 1635955793, 280.44, usdt, 268.85, 283.0, 281.36, EGLD/USDT, SPOT, egld, 271.5, 
stmxusdt, 791468.0, 0.03456, 1635955793, 0.0321, usdt, 0.031, 0.0321, 0.03171, STMX/USDT, SPOT, stmx, 0.03338, 
agldusdt, 2456.0, 3.107, 1635955793, 2.959, usdt, 2.91, 3.007, 2.955, AGLD/USDT, SPOT, agld, 3.107, 
blzusdt, 151274.0, 0.30383, 1635955793, 0.2931, usdt, 0.26412, 0.29221, 0.28734, BLZ/USDT, SPOT, blz, 0.28318, 
paxginr, 7.83073, 140852.0, 1635955791, 139018.0, inr, 139003.0, 140852.0, 139019.0, PAXG/INR, SPOT, paxg, 140848.0, 
maticwrx, 329877.7, 1.2725, 1635955793, 1.1999, wrx, 0.9365, 1.1964, 1.1805, MATIC/WRX, SPOT, matic, 1.2616, 
axsusdt, 390.73, 142.55, 1635955793, 136.4, usdt, 135.3244, 137.76, 136.22, AXS/USDT, SPOT, axs, 140.5, 
xeminr, 3033037.0, 18.0, 1635955791, 16.468, inr, 15.5, 16.44, 16.339, XEM/INR, SPOT, xem, 16.08, 
roseinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0001, ROSE/INR, SPOT, rose, 0.0, 
ltcbtc, 7.537, 0.003292, 1635955792, 0.003208, btc, 0.003093, 0.003261, 0.003214, LTC/BTC, SPOT, ltc, 0.003183, 
sxpusdt, 37814.11, 2.508, 1635955793, 2.363, usdt, 2.314, 2.377, 2.373, SXP/USDT, SPOT, sxp, 2.5, 
sushiusdt, 3271.828, 12.828, 1635955793, 12.218, usdt, 11.877, 12.23, 12.107, SUSHI/USDT, SPOT, sushi, 12.582, 
mlnusdt, 16.642, 137.8, 1635955793, 130.6, usdt, 130.5, 134.9, 132.4, MLN/USDT, SPOT, mln, 134.2, 
cakeusdt, 1430.494, 18.9, 1635955793, 18.324, usdt, 18.01, 18.324, 18.16, CAKE/USDT, SPOT, cake, 18.9, 
nearusdt, 2265.978, 11.159, 1635955793, 10.834, usdt, 10.246, 11.0, 10.874, NEAR/USDT, SPOT, near, 10.777, 
duskusdt, 46598.56, 0.192, 1635955793, 0.1691, usdt, 0.1671, 0.1702, 0.1681, DUSK/USDT, SPOT, dusk, 0.1702, 
clvusdt, 13180.1, 1.45, 1635955793, 1.439, usdt, 1.27, 1.433, 1.406, CLV/USDT, SPOT, clv, 1.45, 
usdtinr, 28424572.46, 79.49, 1635955791, 79.32, inr, 77.7, 79.32, 79.31, USDT/INR, SPOT, usdt, 78.38, 
fttusdt, 1549.774, 62.0, 1635955793, 60.976, usdt, 59.21, 61.15, 60.8, FTT/USDT, SPOT, ftt, 59.78, 
stxusdt, 24392.46, 2.1, 1635955793, 1.932, usdt, 1.87, 1.934, 1.91, STX/USDT, SPOT, stx, 1.8982, 
oneusdt, 505858.0, 0.31335, 1635955793, 0.30023, usdt, 0.2823, 0.3001, 0.29931, ONE/USDT, SPOT, one, 0.30047, 
aionusdt, 63492.62, 0.1899, 1635955793, 0.185, usdt, 0.1771, 0.185, 0.1836, AION/USDT, SPOT, aion, 0.1806, 
avausdt, 16371.7, 3.25, 1635955793, 3.0, usdt, 2.8715, 3.0, 2.96, AVA/USDT, SPOT, ava, 2.92, 
rvnbtc, 180608.0, 0.00000218, 1635955792, 0.00000208, btc, 0.00000195, 0.0000021, 0.00000207, RVN/BTC, SPOT, rvn, 0.00000195, 
ftmusdt, 118373.7, 2.77591, 1635955792, 2.6356, usdt, 2.53901, 2.65024, 2.62161, FTM/USDT, SPOT, ftm, 2.75001, 
dntinr, 2828844.5, 13.7, 1635955792, 13.1896, inr, 13.0, 13.189, 13.1335, DNT/INR, SPOT, dnt, 13.3596, 
fetusdt, 131457.0, 0.99, 1635955792, 0.925, usdt, 0.8042, 0.9222, 0.885, FET/USDT, SPOT, fet, 0.8156, 
wavesusdt, 322.49, 26.67, 1635955792, 25.6543, usdt, 25.54, 25.91, 25.68, WAVES/USDT, SPOT, waves, 26.5, 
sxpinr, 197820.42, 196.44, 1635955791, 187.71, inr, 184.0, 188.8, 187.71, SXP/INR, SPOT, sxp, 195.64, 
lunainr, 14642.51, 3845.81, 1635955792, 3800.84, inr, 3444.0, 3820.0, 3800.92, LUNA/INR, SPOT, luna, 3468.87, 
uniusdt, 637.82, 26.97, 1635955793, 25.66, usdt, 25.45, 25.81, 25.66, UNI/USDT, SPOT, uni, 25.95, 
straxusdt, 4989.27, 2.2419, 1635955793, 2.135, usdt, 2.135, 2.153, 2.133, STRAX/USDT, SPOT, strax, 2.2419, 
wrxusdt, 3530778.7, 2.04601, 1635955793, 1.67601, usdt, 1.538, 1.68953, 1.67601, WRX/USDT, SPOT, wrx, 1.54317, 
tusdusdt, 77892.09, 0.9984, 1635955792, 0.9951, usdt, 0.9808, 0.9951, 0.995, TUSD/USDT, SPOT, tusd, 0.9948, 
ethusdt, 141.3046, 4630.4, 1635955792, 4549.54, usdt, 4458.89, 4550.0, 4549.54, ETH/USDT, SPOT, eth, 4498.41, 
rareusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, RARE/USDT, SPOT, rare, 0.0, 
nuinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, NU/INR, SPOT, nu, 0.0, 
mftusdt, 952319.0, 0.013748, 1635955793, 0.012914, usdt, 0.0127, 0.01294, 0.012748, MFT/USDT, SPOT, mft, 0.013159, 
rareinr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, RARE/INR, SPOT, rare, 0.0, 
atainr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, ATA/INR, SPOT, ata, 0.0, 
ftminr, 531592.5, 216.5, 1635955792, 208.3, inr, 200.15, 208.4, 208.3, FTM/INR, SPOT, ftm, 215.021, 
dexeusdt, 1563.32, 13.0, 1635955793, 12.7, usdt, 12.3, 12.739, 12.537, DEXE/USDT, SPOT, dexe, 12.324, 
ckbusdt, 678469.0, 0.02089, 1635955793, 0.01973, usdt, 0.01923, 0.020159, 0.01977, CKB/USDT, SPOT, ckb, 0.020299, 
bchinr, 169.3319, 48504.0, 1635955791, 47499.0, inr, 46313.0, 47500.0, 47479.0, BCH/INR, SPOT, bch, 46855.0, 
xrpbtc, 5961.5, 0.00001968, 1635955792, 0.00001896, btc, 0.00001769, 0.00001898, 0.00001868, XRP/BTC, SPOT, xrp, 0.00001769, 
omginr, 6790.13, 1189.998, 1635955791, 1133.0, inr, 1100.935, 1132.999, 1130.482, OMG/INR, SPOT, omg, 1160.895, 
alphausdt, 49123.75, 1.38, 1635955793, 1.1499, usdt, 1.1, 1.15, 1.1372, ALPHA/USDT, SPOT, alpha, 1.2003, 
sunusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, SUN/USDT, SPOT, sun, 0.0, 
ezusdt, 8342.84, 4.8, 1635955793, 4.581, usdt, 4.52, 4.673, 4.581, EZ/USDT, SPOT, ez, 4.75, 
auctionusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, AUCTION/USDT, SPOT, auction, 0.0, 
shibusdt, 35235176011.0, 0.0000728, 1635955793, 0.00006509, usdt, 0.00006254, 0.00006509, 0.00006499, SHIB/USDT, SPOT, shib, 0.00006838, 
srmusdt, 16844.01, 8.55, 1635955793, 8.548, usdt, 7.558, 8.55, 8.5, SRM/USDT, SPOT, srm, 7.579, 
usdcbtc, 0.0, 0.0, 1635955792, 0.0, btc, 0.0, 0.0, 0.0, USDC/BTC, SPOT, usdc, 0.0, 
dockusdt, 700433.0, 0.092139, 1635955793, 0.08849, usdt, 0.085372, 0.088799, 0.088131, DOCK/USDT, SPOT, dock, 0.08718, 
ltcusdt, 296.902, 208.1, 1635955792, 200.9, usdt, 198.1, 201.8, 200.9, LTC/USDT, SPOT, ltc, 201.7, 
nknusdt, 256584.6, 0.6342, 1635955793, 0.50901, usdt, 0.49999, 0.51539, 0.50901, NKN/USDT, SPOT, nkn, 0.5607, 
qtumusdt, 951.824, 17.212, 1635955792, 15.943, usdt, 14.9, 15.943, 15.898, QTUM/USDT, SPOT, qtum, 17.207, 
gnousdt, 1.15, 490.6, 1635955793, 484.4, usdt, 471.5, 484.3, 477.9, GNO/USDT, SPOT, gno, 471.5, 
nulsbtc, 2036.0, 0.00000954, 1635955792, 0.00000938, btc, 0.00000887, 0.00000938, 0.00000925, NULS/BTC, SPOT, nuls, 0.00000887, 
btcusdt, 4.24151, 63909.0, 1635955792, 62334.0, usdt, 61763.0, 62334.0, 62150.0, BTC/USDT, SPOT, btc, 63900.0, 
omgusdt, 867.65, 15.181, 1635955792, 14.146, usdt, 14.079, 14.363, 14.282, OMG/USDT, SPOT, omg, 14.932, 
1inchwrx, 3925.09, 3.158, 1635955793, 2.65, wrx, 2.28, 2.65, 2.548, 1INCH/WRX, SPOT, 1inch, 3.158, 
bakeusdt, 11412.2, 2.279, 1635955793, 2.072, usdt, 2.032, 2.102, 2.071, BAKE/USDT, SPOT, bake, 2.074, 
qkcbtc, 78867.0, 0.00000046, 1635955792, 0.00000046, btc, 0.00000044, 0.00000047, 0.00000046, QKC/BTC, SPOT, qkc, 4.6E-7, 
ezinr, 78302.55, 376.9, 1635955792, 368.89, inr, 364.98, 368.89, 368.0, EZ/INR, SPOT, ez, 373.5, 
bnbwrx, 193.081, 366.48, 1635955793, 326.32, wrx, 266.01, 326.32, 324.02, BNB/WRX, SPOT, bnb, 366.48, 
solinr, 9216.025, 18473.68, 1635955792, 18100.0, inr, 16150.03, 18100.0, 18079.85, SOL/INR, SPOT, sol, 16250.0, 
batbtc, 1268.51, 0.00001641, 1635955792, 0.00001571, btc, 0.00001545, 0.00001564, 0.00001541, BAT/BTC, SPOT, bat, 0.0000163, 
vibusdt, 96294.0, 0.05527, 1635955793, 0.053, usdt, 0.053, 0.05353, 0.053, VIB/USDT, SPOT, vib, 0.05477, 
shibwrx, 19019617336.0, 0.0000445, 1635955793, 0.00003898, wrx, 0.00003, 0.00003939, 0.00003898, SHIB/WRX, SPOT, shib, 0.00004416, 
viteinr, 19326830.505, 11.2, 1635955792, 10.0613, inr, 8.703, 10.086, 10.0578, VITE/INR, SPOT, vite, 8.9304, 
arkusdt, 45390.0, 2.002, 1635955793, 1.919, usdt, 1.618, 1.974, 1.918, ARK/USDT, SPOT, ark, 1.807, 
compinr, 304.636, 31324.0, 1635955792, 31290.0, inr, 25721.0, 31258.0, 29819.0, COMP/INR, SPOT, comp, 28108.0, 
dashinr, 324.199, 16008.0, 1635955792, 15407.0, inr, 15150.0, 15698.0, 15271.0, DASH/INR, SPOT, dash, 15360.0, 
iostinr, 41732999.0, 4.5, 1635955791, 4.23, inr, 3.91, 4.23, 4.21, IOST/INR, SPOT, iost, 3.99, 
enjwrx, 17811.0, 1.98, 1635955793, 1.682, wrx, 1.433, 1.71, 1.687, ENJ/WRX, SPOT, enj, 1.953, 
pondusdt, 0.0, 0.0, 1635955793, 0.0, usdt, 0.0, 0.0, 0.0, POND/USDT, SPOT, pond, 0.0, 
sklusdt, 108325.0, 0.3863, 1635955793, 0.3776, usdt, 0.3536, 0.3767, 0.3706, SKL/USDT, SPOT, skl, 0.3783, 
balusdt, 195.158, 28.0, 1635955793, 26.51, usdt, 26.29, 26.785, 26.56, BAL/USDT, SPOT, bal, 26.94, 
oxtusdt, 217264.94, 0.713, 1635955793, 0.55, usdt, 0.5305, 0.5502, 0.545, OXT/USDT, SPOT, oxt, 0.6373, 
minausdt, 1810.7, 4.648, 1635955793, 4.432, usdt, 4.362, 4.444, 4.386, MINA/USDT, SPOT, mina, 4.498, 
iotausdt, 20445.29, 1.4166, 1635955792, 1.3553, usdt, 1.32, 1.3561, 1.3433, IOTA/USDT, SPOT, iota, 1.4054, 
firousdt, 1016.99, 8.599, 1635955793, 8.311, usdt, 8.244, 8.554, 8.329, FIRO/USDT, SPOT, firo, 8.494, 
mtlusdt, 3303.78, 3.556, 1635955793, 3.35, usdt, 3.263, 3.353, 3.33, MTL/USDT, SPOT, mtl, 3.556, 
dotinr, 30460.12, 4240.0, 1635955791, 4210.0, inr, 3910.0, 4228.74, 4204.91, DOT/INR, SPOT, dot, 4059.83, 
ontinr, 163193.6, 86.5, 1635955792, 82.65, inr, 79.11, 82.66, 81.55, ONT/INR, SPOT, ont, 81.73, 
mlninr, 0.0, 0.0, 1635955792, 0.0, inr, 0.0, 0.0, 0.0, MLN/INR, SPOT, mln, 0.0, 
frontusdt, 39712.9, 1.166, 1635955793, 1.1312, usdt, 1.1135, 1.1312, 1.1114, FRONT/USDT, SPOT, front, 1.1485, 
icpusdt, 1599.8, 48.5, 1635955793, 45.58, usdt, 44.97, 45.79, 45.59, ICP/USDT, SPOT, icp, 47.2, 
eosusdt, 23828.88, 4.8688, 1635955792, 4.635, usdt, 4.5411, 4.641, 4.6121, EOS/USDT, SPOT, eos, 4.716, 
chrinr, 10472862.0, 65.5, 1635955791, 51.575, inr, 49.0, 51.9879, 51.6, CHR/INR, SPOT, chr, 56.1, 
axsinr, 2159.29, 11149.99, 1635955792, 10874.79, inr, 10700.96, 10869.17, 10820.0, AXS/INR, SPOT, axs, 10979.98, 
algousdt, 34052.71, 1.976, 1635955792, 1.885, usdt, 1.829, 1.899, 1.883, ALGO/USDT, SPOT, algo, 1.898, 
hntusdt, 1723.944, 29.06, 1635955793, 27.44, usdt, 26.53, 27.71, 27.44, HNT/USDT, SPOT, hnt, 28.57, 
scrtusdt, 2066.6, 9.961, 1635955793, 9.048, usdt, 9.0, 9.06, 9.0, SCRT/USDT, SPOT, scrt, 9.533, 
dashusdt, 81.333, 203.9, 1635955792, 197.0, usdt, 188.01, 198.49, 197.2, DASH/USDT, SPOT, dash, 195.68, 
dgbusdt, 513024.0, 0.0588, 1635955793, 0.0547, usdt, 0.0538, 0.05509, 0.05463, DGB/USDT, SPOT, dgb, 0.05827, 
trbusdt, 215.481, 64.03, 1635955793, 59.8, usdt, 59.8, 62.43, 61.7, TRB/USDT, SPOT, trb, 63.51, 
bntusdt, 285.32, 4.5, 1635955793, 4.4193, usdt, 4.292, 4.5656, 4.0001, BNT/USDT, SPOT, bnt, 4.4999, 
phausdt, 19515.41, 0.95, 1635955793, 0.8459, usdt, 0.81, 0.846, 0.8256, PHA/USDT, SPOT, pha, 0.8815, 
iotxusdt, 3128976.0, 0.086191, 1635955793, 0.0823, usdt, 0.071002, 0.082949, 0.080001, IOTX/USDT, SPOT, iotx, 0.072262, 
dentusdt, 27280058.0, 0.008008, 1635955792, 0.007296, usdt, 0.006903, 0.007305, 0.007297, DENT/USDT, SPOT, dent, 0.007684, 
hbarinr, 1030044.3, 31.49995, 1635955791, 30.56262, inr, 30.0, 30.5653, 30.54071, HBAR/INR, SPOT, hbar, 31.32918, 
aliceinr, 31938.27, 1198.97, 1635955792, 1108.99, inr, 1050.0, 1108.0, 1101.04, ALICE/INR, SPOT, alice, 1188.0, 
dgbinr, 9681760.0, 4.6, 1635955792, 4.36, inr, 4.25, 4.36, 4.35, DGB/INR, SPOT, dgb, 4.59, 
umausdt, 440.032, 12.849, 1635955793, 11.875, usdt, 11.875, 11.968, 11.819, UMA/USDT, SPOT, uma, 12.534, 
etcinr, 8560.74, 4496.875, 1635955792, 4288.287, inr, 4230.001, 4290.471, 4282.271, ETC/INR, SPOT, etc, 4291.0, 
